id,created_at,text
856143458834288640,2017-04-23 13:51:21,"b""RT @smallbusiness: Happy Birthday Shakespeare! (4/23) #Quotes from the Bard's plays that can inspire a #SmallBusiness https://t.co/Jbkr5dCp\xe2\x80\xa6"""
855427317040119808,2017-04-21 14:25:40,b'Sounds like something every marketer should start *and finish* with. https://t.co/YxUnUy5sRR'
855088672751972355,2017-04-20 16:00:01,b'Sad. https://t.co/rffOjNiulv'
854848532070662144,2017-04-20 00:05:47,"b""Things full of beans that shouldn't be full of beans. https://t.co/v0B2XkEPRz | Via https://t.co/xKSM7ROejh https://t.co/9wXSr82y2n"""
854746725294252033,2017-04-19 17:21:14,"b'According to Bloomberg, some big-time Silicon Valley investors are likely getting juiced. https://t.co/BEA7iQIuNf'"
854004092607311875,2017-04-17 16:10:16,"b""RT @smallbusiness: Can't draw? Don't worry. How to Turn Your Doodles Into Drawings Using Google\xe2\x80\x99s New AutoDraw Tool https://t.co/XLGZyaHjJ5\xe2\x80\xa6"""
853005400068829184,2017-04-14 22:01:50,b'Great moments in academic research: Drone vs. Lightening https://t.co/X4y0qGFHIs https://t.co/uDzvk0XZeF'
852990848753164291,2017-04-14 21:04:00,b'Kudos to Burger King for creating a fake-controversy on a slow news day.   https://t.co/RyrRnW3yEn'
852498216893513728,2017-04-13 12:26:28,b'#Pepsi goes from blunder to NYTimes Mini Crossword at the speed of social. https://t.co/87fplhw8QN'
851926389360033792,2017-04-11 22:34:13,"b""#Sprinklr  founder Ragy Thomas thinks it's time to define Customer Experience Management as a category.\xe2\x80\xa6 https://t.co/PebPFV3ikQ"""
851833011998011393,2017-04-11 16:23:11,"b'At #Sprinklr SprinklrSummit #Nashville , Srinklr CEO RagyThomas https://t.co/X6kednZBxa'"
851817133847740417,2017-04-11 15:20:05,b'At #SprinklrSummit in Nashville | #JohnChambers https://t.co/5GEZ93QddQ'
851415042264379392,2017-04-10 12:42:19,"b""Sorta News: LiveJounal updates ToS | Major News: There's still a LiveJournal https://t.co/sPd1wGRoWa"""
851414309825638400,2017-04-10 12:39:24,"b""This turns a #FedEx tracking number into a soundtrack. Not sure why, but it's clever. I guess.\xe2\x80\xa6 https://t.co/14doNtFbXQ"""
851408909860560897,2017-04-10 12:17:57,b'This will wake you up on a Monday morning. Looking forward to reading your book @Richard_Florida https://t.co/PeiMW8mSq0'
851237071322845184,2017-04-10 00:55:07,b'Winners of the 25th Malofiej International Infographics Awards https://t.co/Qec0gWfZfZ'
849790807917907968,2017-04-06 01:08:11,b'https://t.co/4LTw0rB8NH: No famous person ever said what you quoted them saying https://t.co/CJXYNtKVJF https://t.co/UkyWWPvSLg'
849688096115310592,2017-04-05 18:20:03,b'@nagrommit @foliomag @tonysilber Thank you Tim. I was hoping someone would see my easter egg.'
849656769819406342,2017-04-05 16:15:34,b'That #Oath logo colon thing. Where have I seen that before? Perhaps it was on the @foliomag logo since the 1980s? (\xe2\x80\xa6 https://t.co/CSFtgAxsPr'
849654305212817409,2017-04-05 16:05:46,b'Thanks to @foliomag and @tonysilber for follow-up to a 20-yr-old cover story; before it was called\xe2\x80\xa6 https://t.co/mgPQZqUPVF'
849365138822115328,2017-04-04 20:56:44,b'The @R eview of #STown https://t.co/8gxwjs2tbG https://t.co/C2HqzRbrhE'
848173501617983492,2017-04-01 14:01:35,"b""This technically isn't a fool's day joke, just something very cool. Google Maps / Ms. Pacman mashup. So what if they did it in 2015."""
848160716385386496,2017-04-01 13:10:47,"b""Dilemma. (1) Today is April Fools Day so don't believe anything you read on the internet (2) Miss. State women beat UConn last night. Really"""
847971875682746368,2017-04-01 00:40:24,b'RT @HammockInc: Don\xe2\x80\x99t always obsess over the technology of the moment. Focus on problems your customers have today. #IdeaEmail https://t.co\xe2\x80\xa6'
847971608782307333,2017-04-01 00:39:20,b'Twitter swaps default egg-avatar for a gumdrop | More amazing: @harrymccracken makes it sound interesting.\xe2\x80\xa6 https://t.co/EyH89s8RpW'
847843065377193989,2017-03-31 16:08:33,b'RT @smallbusiness: #Twitter (finally) fulfills its promise for a few more characters per Tweet\n\nhttps://t.co/2pk0w8GkTH https://t.co/6yPhd7\xe2\x80\xa6'
845330537988440065,2017-03-24 17:44:40,b'RT @HammockInc: Our 5 tips to improve your healthcare lead generation response are on the Hammock blog. #HealthcareIdeaEmail. https://t.co/\xe2\x80\xa6'
845330357130055680,2017-03-24 17:43:57,"b'NYT: ""Ryan Rushes to White House to Tell Trump Votes Are Lacking to Repeal Obamacare"" Huh? He could have just tweeted it.'"
844591234270318594,2017-03-22 16:46:56,"b'FakeNews, no. OverUsed, yes: ""Gorsuch Is Grilled""'"
843835970743144449,2017-03-20 14:45:47,"b""Hey, I know that guy. @GabeRivera He's been around way-longer than a decade. @Techmeme #Congrats\xe2\x80\xa6 https://t.co/TFe3Bf6lOL"""
843798684668235780,2017-03-20 12:17:38,"b'RT @smallbusiness: ""If only you could sense how important you are to the lives of those you meet."" Fred Rogers #MondayMotivation  https://t\xe2\x80\xa6'"
842727785235992576,2017-03-17 13:22:15,"b""RT @smallbusiness: Happy St. Patrick's Day, indeed: Why lots of small businesses will be seeing green today\nhttps://t.co/ofxRBuHxap https:/\xe2\x80\xa6"""
842114677626789901,2017-03-15 20:45:59,b'Bike-sharing startup @LimeBike raises $12 million | Looking forward to see their concept. https://t.co/QDRhx0FXnh v\xe2\x80\xa6 https://t.co/RXmgA13MmO'
841381318218907648,2017-03-13 20:11:53,b'Ahhhh. That explains it. https://t.co/4JaS3kTsdE'
841268472675991552,2017-03-13 12:43:28,b'Thanks to @dsearls for allowing us to share this with users of https://t.co/0KdmgqCMDj. https://t.co/vuOSX42021'
841086134553853952,2017-03-13 00:38:55,b'@rexparker So Rex. Tell us what you really think. ; )'
840619821008093184,2017-03-11 17:45:57,"b'After intruder discovered, the White House was placed under security condition ""orange"" (Obviously, Secret Service humor.)'"
839137085042876416,2017-03-07 15:34:06,b'RT @smallbusiness: Low-cost desktop tools are driving the growth of small scale manufacturing via @Smallbizlabs https://t.co/LVrVFVquBL htt\xe2\x80\xa6'
837786107798499333,2017-03-03 22:05:48,b'@walkbikenash @norakernel @freddieoconnell @Nashville_MTA @KimleyHorn  What a crazy intersection that is. A sidewalk that just ends. Period.'
837749070076706818,2017-03-03 19:38:37,"b'1st do no harm: A giant business-oriented social network is launching a new design. Not only is it buggy, the original version is now buggy'"
837427514637168640,2017-03-02 22:20:52,"b'RT @smallbusiness: For #GSuite users, #GoogleKeep and #GoogleDocs make a nice pair https://t.co/m8guJNG8S2 https://t.co/9v7kkOEvsr'"
836229564535877632,2017-02-27 15:00:39,"b'Happy 115th Birthday #JohnSteinbeck | ""Ideas are like rabbits"" https://t.co/KWqTwrsopi #MondayMotivation https://t.co/ZYRSUze2oh'"
835871602218774528,2017-02-26 15:18:14,"b""And I just thought it was my edits those bots didn't like. https://t.co/WLOyZIvPDP"""
835870076729438209,2017-02-26 15:12:10,"b""Great #podcast via #bbcworldservice  '50 Things That Made The Modern Economy' Weekly. Each runs ~9 mins.\xe2\x80\xa6 https://t.co/nIJ50571wK"""
835513343884546048,2017-02-25 15:34:38,b'A New Yorker cover that magazine wonks will (like me) love. https://t.co/jWRngxwZbr https://t.co/1tQaHI34dW'
834573785646952452,2017-02-23 01:21:10,b'Google posts a Doodle commemorating 4 earth-sized exoplanets hours after NASA / European Southern Observatory annou\xe2\x80\xa6 https://t.co/iHIU2ZQvBv'
834501953707241474,2017-02-22 20:35:44,"b""Can't think of any co. needing me to shill for them less, but today's $8.62 off any item at #Amazon is a good deal. Promo code: BIGTHANKS"""
834432858550841346,2017-02-22 16:01:11,"b'Like great anything, great marketing with content is as much about magic as it is about methods or metrics.'"
834021025952194564,2017-02-21 12:44:42,b'RT @smallbusiness: Apple is positioning the iPad Pro as a PC replacement https://t.co/4VikkNQtED https://t.co/9JX5zdVrqx'
833683642274693120,2017-02-20 14:24:04,b'Inspiring words from Abraham Lincoln for #PresidentsDay and #MotivationMonday https://t.co/Tm4rg5T5oI'
832673824512503808,2017-02-17 19:31:24,b'RT @HammockInc: Find out how Etsy is creating media that enables commerce in our latest #IdeaEmail https://t.co/mMPu1Z781H https://t.co/LK2\xe2\x80\xa6'
832673296671973376,2017-02-17 19:29:18,b'One of my favorite articles on https://t.co/0KdmgqCMDj (and not just because I wrote it). https://t.co/2CjXozAs0c'
831980549916987392,2017-02-15 21:36:35,b'https://t.co/YKljPIvm3b'
831590105777311748,2017-02-14 19:45:06,"b'For someone who became famous for saying, ""You\'re Fired,"" it sure took the President a long time to recall how that phrase goes.'"
830114789523410945,2017-02-10 18:02:43,"b'Prediction | In the future, candidates for President will pledge to do nothing for the first 100 days.'"
828605777938092034,2017-02-06 14:06:26,b'RT @smallbusiness: 13 Ways to Keep Your Laptop\xe2\x80\x99s Battery Going and Going\nhttps://t.co/UrwZLdgCA4 https://t.co/IJI9V2HPaC'
828448175639891970,2017-02-06 03:40:11,"b'No doubt about it. Brady is the best QB ever. (Okay, now retire.)'"
828287340955238400,2017-02-05 17:01:05,"b'RT @smallbusiness: 3 website services companies going all-out to reach #SuperBowl watching #SmallBusiness owners, managers https://t.co/DrH\xe2\x80\xa6'"
827670264070692864,2017-02-04 00:09:02,b'A rather amazing stat. https://t.co/kN6m4uNr40'
827223105420529664,2017-02-02 18:32:12,b'A few things I like about Australia. #DreamLand (#Utopia). Water that drains backwards. Nicole Kidman.  Snowy River\xe2\x80\xa6 https://t.co/bgUuZIutmF'
826838821140578304,2017-02-01 17:05:11,b'RT @smallbusiness: How and why crediting luck for your success can lead to greater success. \nhttps://t.co/zJw2sexa4s https://t.co/guomPGGPQz'
826475762261782529,2017-01-31 17:02:31,"b""I'm not a designer so I apologize, but somehow I missed the announcement about the upside 'V' being an 'A' https://t.co/tlwNBEMrkn"""
826122956585783296,2017-01-30 17:40:36,b'Nothing beats a Hemingway quote on a Monday morning. https://t.co/Mc4bbl3gks'
825872725495398401,2017-01-30 01:06:16,"b'(Reuters) #ACLU has raised $19.4 million from 290,000 donations since Saturday. (avg year: $3-4 million) \nhttps://t.co/Y0vAgaywsN'"
825470553993646080,2017-01-28 22:28:11,"b""Will be up to watch the 2:30 a.m. (CST) Federer v Nadal Australian Open. Haven't watched *live* finals since Agassi\xe2\x80\xa6 https://t.co/aP0xGK449s"""
824973605314449409,2017-01-27 13:33:29,b'RT @smallbusiness: 9 Sources of #Funding for Your #SmallBusiness https://t.co/IYxFM9bnwV https://t.co/vrZIFMBEZ7'
824714784515952640,2017-01-26 20:25:01,b'The alternative first amendment. https://t.co/iVLsAfEnRw'
824344630028365824,2017-01-25 19:54:10,"b""Love is all around, no need to waste it.\nYou can have a town, why don't you take it? You're gonna make it after all. Mary Tyler Moore RIP"""
824099061187956736,2017-01-25 03:38:21,"b""@BeckyMcCray I'm pretty sure you'll be first"""
824080716128514048,2017-01-25 02:25:28,b'And #Nashville is one of the first four locations! https://t.co/3vhX8VsQUa'
824011917631123457,2017-01-24 21:52:05,b'What tenure is like at Trumpn University https://t.co/jUjBKl20bY'
822922218971742208,2017-01-21 21:42:00,b'Double-decker #WomensMarch #Nashville Lower level staging area. Across pedestrian bridge. (Most impressive Sat. bik\xe2\x80\xa6 https://t.co/jCLllSEisH'
821786079498006530,2017-01-18 18:27:24,b'RT @smallbusiness: 3 things we like about the #Evernote #iOS app upgrade\nhttps://t.co/B4z6pEtK1o https://t.co/meBkFCygdK'
821782094481391617,2017-01-18 18:11:33,"b""RT @smallbusiness: The https://t.co/BmWB3cSRLL Weekly email is sent every Wednesday afternoon. You still have time to signup for today's ma\xe2\x80\xa6"""
821780552378421248,2017-01-18 18:05:26,"b'RT @smallbusiness: An overview of warehousing, shipping and fulfillment. How to get your product into the hands of buyers.  \nhttps://t.co/P\xe2\x80\xa6'"
821032969653682176,2017-01-16 16:34:48,b'RT @smallbusiness: MLK Day of Service. https://t.co/9VWM7B2mBP https://t.co/vXlBrvwpE1'
819660371237683200,2017-01-12 21:40:35,"b""A week's worth of https://t.co/0KdmgqCMDj, every Wednesday. https://t.co/EAYhzHHgEL"""
818534955559059456,2017-01-09 19:08:35,b'The best thing about blogging | Some thoughts on the 1.9.2007 unveiling of the iPhone. https://t.co/RErl4zgQ8s https://t.co/4UZ9pwqGQL'
817052150081720320,2017-01-05 16:56:27,b'On https://t.co/0KdmgqCMDj https://t.co/nIfuNQQWNt'
816097425169481729,2017-01-03 01:42:43,"b'NYT: ""Airline Pilot, Believed to Be Drunk, Is Pulled From Cockpit in Canada.""(*Believed* to be drunk?)\xe2\x80\xa6 https://t.co/732wPUKMxp'"
816040166544539648,2017-01-02 21:55:11,"b""New Year's Resolution: I will stop using business acronyms. (IWSUBA)"""
814835174760390656,2016-12-30 14:06:59,b'RT @smallbusiness: Top small town and rural #SmallBusiness trends for 2017 by @beckymccray https://t.co/QS7nliuZz0 https://t.co/mpzH42bQxt'
811546681535852544,2016-12-21 12:19:41,b'RT @smallbusiness: 7 Winter Solstice tips for coping with Seasonal Affective Disorder (SAD)\nhttps://t.co/EdDvdZebYI https://t.co/VjCkJuBkwx'
810885945889292289,2016-12-19 16:34:09,b'RT @smallbusiness: 5 #how-to tips for taking great people photos\nhttps://t.co/ld2nzvHXnv https://t.co/c3EHpce9bY'
810506834096300033,2016-12-18 15:27:42,"b""Ever since hearing #marcusmariota makes his bed every day, I've added it to my game day ritual. ;  ) #titans\xe2\x80\xa6 https://t.co/LrSuoeYl5F"""
810190035450560513,2016-12-17 18:28:51,"b""Bad spelling on Twitter isn't #unpresidented"""
809824873212166144,2016-12-16 18:17:50,b'Just ordered a new underwater drone from Alibaba. Supposed to arrive by Xmas. (#fakehumor)'
809523058725842944,2016-12-15 22:18:32,b'Facebook using new Taser Over Internet Protocol (TOIP) electric pulse to shock users who post fake news. (ZAP) Sheez that hurt.'
809383868793028614,2016-12-15 13:05:26,"b'""A billion passwords here, a billion passwords there, pretty soon you\'re talking about a real Yahoo hack."" ( w/ apology to Sen Dirkson)'"
808646344122466304,2016-12-13 12:14:47,b'Rex this. Rex that. Sure hearing the name #Rex a lot this morning.'
808298073713704960,2016-12-12 13:10:52,b'RT @smallbusiness: #Apple #apps editors choose these ten as their favorite business apps of 2016. https://t.co/rNANKvgufo https://t.co/uiNN\xe2\x80\xa6'
807746954537091072,2016-12-11 00:40:55,"b'VIA Apple: ""Podcasts hit an impressive milestone in 2016: Apple listeners consumed over 10 billion downloads.""  https://t.co/eZftT0lAYy'"
806962424670720000,2016-12-08 20:43:29,"b'John Glenn RIP at age 95. #SemperFi #FlyNavy For many of us at a certain age, the first American hero we can remember.'"
806266422808690688,2016-12-06 22:37:49,"b""Have you ever unsubscribed from an auto-renew subscription on iTunes? If not, don't expect an Apple-ish intuitive user experience."""
805176026460553216,2016-12-03 22:24:58,"b'Florida unlikely to win game today, but their DB has best name ever: Chauncey Gardiner. (Parents must be fans of Jerzy Kosinski,)'"
804092586348728326,2016-11-30 22:39:46,b'The art of origami. https://t.co/6yFCe1QaLQ'
804037755361755139,2016-11-30 19:01:53,"b'RT @smallbusiness: Excellence is contagious, So is mediocrity. Inspiration and insight from Hugh MacLeod (@@hughcards @gapingvoid) https://\xe2\x80\xa6'"
803687545376649216,2016-11-29 19:50:17,"b'via @Verge | ""AT&amp;T just declared war on an open internet (and us)"" https://t.co/oFDDSkaK3i'"
803596159432454145,2016-11-29 13:47:09,"b""RT @smallbusiness: #SmallBusiness owners are embracing #GivingTuesday all year 'round.\nhttps://t.co/tbG4gAoPTa https://t.co/bZ5CiyfpIP"""
802983247302885376,2016-11-27 21:11:39,b'The #Titans just caused me to go into cardiac arrest...but then held onto win by a filed-off fingernail. #TITANUP'
802728285876736009,2016-11-27 04:18:31,"b""Vanderbilt 45 Tennessee 34.  That's right. Anchor Down!"""
802521374199840771,2016-11-26 14:36:20,b'RT @smallbusiness: What is #SmallBusinessSaturday? And a brief history. #SmallBusiness https://t.co/I5FXpMSdvD https://t.co/s3n55a0aFy'
800693549222260737,2016-11-21 13:33:12,b'RT @smallbusiness: Are you ready? Small Business Saturday is this week! https://t.co/UWBo88Pi84 https://t.co/oYtkRuuS75'
799091444032110593,2016-11-17 03:27:01,b'Fake Election News Outperformed Real News On Facebook https://t.co/odFKkPIxTp'
797828116819296256,2016-11-13 15:47:00,b'Great news! FiveThirtyEight algorithm gives #Titans a 35% chance of beating #Packers today. Which means Titans are a lock.'
797506304487149568,2016-11-12 18:28:14,"b'RT @Techmeme: US election underscores the flaws of data analysis, which can have unintended consequences https://t.co/UoL8Ex3TPa https://t.\xe2\x80\xa6'"
797074244513529856,2016-11-11 13:51:23,"b'RT @smallbusiness: Today is #VeteransDay | Here are resources for #vets starting, owning a #SmallBusiness and hiring vets. #THANKS https://\xe2\x80\xa6'"
796378422125690882,2016-11-09 15:46:26,b'Election losers: Firewalls and big data. Winners: Walls and Twitter'
796337425081659392,2016-11-09 13:03:32,"b""The market is poised to tank today. I'm guessing Twitter won't."""
796024146299863040,2016-11-08 16:18:40,"b""Ten ways Trump will explain why he didn't lose--after he loses. #IDidNotLose https://t.co/b3Zs26ojcK https://t.co/BqS868o5eY"""
795832921617813504,2016-11-08 03:38:49,b'RexBlog | Ten ways Trump will explain why he didn\xe2\x80\x99t lose after he loses https://t.co/b3Zs26ojcK https://t.co/nvbRL3oVrQ'
795743349235941376,2016-11-07 21:42:53,"b'In final appeal to voters, Clinton changes slogan to \xe2\x80\x9cWon\xe2\x80\x99t Blow Up Planet\xe2\x80\x9d https://t.co/wezZDmctbq via\xe2\x80\xa6 https://t.co/418VkxC8AA'"
795725450341416960,2016-11-07 20:31:45,"b'Google running election results on search results  page / presidential, congressional, state races, even referenda. https://t.co/HiyZEh4ilK'"
795691554262446080,2016-11-07 18:17:04,b'RT @smallbusiness: Gmail and Google calendar IOS apps get major upgrade today. | via @techmeme https://t.co/9Ow9uDoynF https://t.co/AAvZrCF\xe2\x80\xa6'
795364525100896260,2016-11-06 20:37:34,"b'Oh Comey on. | ""You know when I said there was something new about those Clinton emails? Never mind. https://t.co/P3mOV7hYJM'"
795029531996385280,2016-11-05 22:26:26,"b""RexBlog | re: @fivethirtyeight's continuous caveats: At some point a predictor must predict. https://t.co/GfHlayG40M"""
794597289415294976,2016-11-04 17:48:51,"b""Thoughts on today's Google Doodle, Walter Cronkite. 100th anniversary of his birth. Miss you, Uncle Walter.\xe2\x80\xa6 https://t.co/3n2SZzmkV4"""
793555102699323395,2016-11-01 20:47:34,"b""RT @smallbusiness: Celebrate National Veterans Small Business Week. Share your veteran's business story with the hashtage #MyVetBiz  https:\xe2\x80\xa6"""
791804598755307520,2016-10-28 00:51:42,"b""I feel like Louis CK - I've got wifi at 40k feet but am complaining about how lame it is to watch a football game t\xe2\x80\xa6 https://t.co/VXgux5B2tp"""
791778297550024705,2016-10-27 23:07:11,"b""Selling cables is Apple's actual business model. You'll need new cable to connect MacBook Pro and iPhone 7 https://t.co/oENwPRGvlC"""
791691130429509633,2016-10-27 17:20:49,b'#ripvine https://t.co/zuwIcma5pI'
791631518468669442,2016-10-27 13:23:56,b'RT @smallbusiness: Five Trends That Will Make the Next Decade a Golden Age of Small Business | by @Smallbizlabs https://t.co/Hr6BSWsRFf htt\xe2\x80\xa6'
791013501917536257,2016-10-25 20:28:09,b'RT @smallbusiness: QuickBooks outlines strategy to become small business end-to-end financial management platform. #QBConnect #Intuit  http\xe2\x80\xa6'
790704767228010496,2016-10-25 00:01:21,"b""RT @smallbusiness: If you are attending Intuit's #QBConnect in San Jose, let's talk. I'd love to hear your small business story. | ^Rex Ham\xe2\x80\xa6"""
790604987256582144,2016-10-24 17:24:52,b'RT @smallbusiness: It\xe2\x80\x99s time to rethink the boring whiteboard #design #innovative\nhttps://t.co/zgJ78eYiW2 https://t.co/IY1RxEUAlr'
790572626557054976,2016-10-24 15:16:16,"b'RexBlog | AT&amp;T, Time Warner &amp; Comcast: An Unintended Consequence of a Google Fiber Fight https://t.co/0H5P72kLIr'"
790564637523619840,2016-10-24 14:44:32,b'RT @smallbusiness: What percentage of US small businesses (w/ employees) have over $1 million in annual revenues? via @smallbizlabs https:/\xe2\x80\xa6'
790022219523031040,2016-10-23 02:49:09,"b""I mean, really. How can you not like the Cubs making it to the World Series? It's like we all still have hope."""
789986251122376706,2016-10-23 00:26:14,"b""While not much of a baseball fan, I'm a yuge fan of century-old underdogs - big league! https://t.co/lKkCIuXz9R"""
789211754341339137,2016-10-20 21:08:39,"b""Donald Trump's handwriting Is now a free font called Tiny Hand, By @MarkFonts HT / @FastCoDesign\xe2\x80\xa6 https://t.co/wU6Img0HO2"""
788773662983716865,2016-10-19 16:07:50,b'RT @smallbusiness: Halloween candy bought from a local #SmallBusiness always tastes sweeter! https://t.co/ejtAyWKUZe https://t.co/nSltLiL3Sk'
788715306810302464,2016-10-19 12:15:57,"b""While I typically refrain from RT'ing advertising tweets, this one is both clever and my drug of choice. https://t.co/Sds12Q0IEb"""
788326528438403072,2016-10-18 10:31:05,b'RT @smallbusiness: A new way to visualize the regional nature of unemployment. https://t.co/8B6BWMz0p6 https://t.co/z6ah0juDPP'
788049582299152384,2016-10-17 16:10:36,"b'That sounds like a good reason. A tech issue, not a content one.'"
787863215719854080,2016-10-17 03:50:03,b'Huh? In the Apple news roundup of stories re: GOP office firebomb was this notice... https://t.co/wyOh3NjCDK'
786173734503583744,2016-10-12 11:56:39,b'RT @smallbusiness: Six tips for shooting professional-quality #drone #video https://t.co/uWr41ZfDMa https://t.co/5OTzVt4E0f'
785451836375392256,2016-10-10 12:08:05,b'https://t.co/4LTw0rjxp7 | Bizarro World election. https://t.co/aZrSPOY1Ug https://t.co/2TADDpXA5S'
785310849560817664,2016-10-10 02:47:51,b'#Lincoln is a trending topic on Twitter.'
785286322701369344,2016-10-10 01:10:23,b'Sniffling again?'
784803552627609600,2016-10-08 17:12:02,"b""12-year-old confuses Adwords &amp; Adsense. Owes Google $120k. Huh? says 25% of startups. You mean there's a difference? https://t.co/rksjREngBz"""
784442114394492928,2016-10-07 17:15:48,b'Why Haiti Is a Hub of Natural Disaster | via @TheAtlantic @CityLab https://t.co/YpHyUPuzBe'
784354251489157120,2016-10-07 11:26:40,b'RT @smallbusiness: #Disaster planning and recovery resources for #smallbusiness via https://t.co/BmWB3dasDj https://t.co/NjYOCOqwou https:/\xe2\x80\xa6'
784137303794999296,2016-10-06 21:04:36,b'Miami Herald drops its pay wall for  Hurricane Matthew https://t.co/JWWaJNmn5L https://t.co/ABKtavFqKF'
784048461675110404,2016-10-06 15:11:34,b'RT @smallbusiness: Regulations issued for U.S. pre-paid credit cards and related apps like Venmo and Google Wallet https://t.co/VX5Tem1pKa\xe2\x80\xa6'
783653799051354112,2016-10-05 13:03:19,"b'Google has redesigned their ""official blog"" and are using a new URL - https://t.co/6DmLvYoscr https://t.co/6DmLvYoscr'"
782912323744858112,2016-10-03 11:56:58,"b'RT @smallbusiness: Tried out the new ""flight filters"" feature on the travel app #Hopper. Wish they had the airlines I use most. ^@R https:/\xe2\x80\xa6'"
782912288340795393,2016-10-03 11:56:50,b'RT @smallbusiness: #MondayMotivation | The question successful #leaders ask.  https://t.co/48i2bdAyct https://t.co/z2dzcKrLM9'
781898753619791872,2016-09-30 16:49:24,"b""RT @HammockInc: Find out why it's hard to convince customers with the facts in this week's #IdeaEmail. https://t.co/VpgiG2naYl https://t.co\xe2\x80\xa6"""
781206683355930624,2016-09-28 18:59:22,b'@johnrobinson Very painful to envision'
781206264969850880,2016-09-28 18:57:42,"b""@mathowie Come try Nashville's"""
780741531200319488,2016-09-27 12:11:01,"b""Presidential debate moderators are like Facebook redesigns. It's required that everyone immediately hate them."""
780519725386399744,2016-09-26 21:29:38,"b""Gallup: Americans less sure they'll vote for president this year. https://t.co/YGXqhyx4te https://t.co/F7zAnszuKi"""
780513554784985092,2016-09-26 21:05:07,"b""RT @smallbusiness: A creative #design idea stopped this bicycle company's shipments from being crushed. #creative https://t.co/K3ObkzPrsK h\xe2\x80\xa6"""
780413721856339968,2016-09-26 14:28:25,"b'RT @smallbusiness: Lots of treats for retailers this #Halloween. Record spending, for instance. #BuyLocal #ShopLocal (corrected link) https\xe2\x80\xa6'"
780207823678541824,2016-09-26 00:50:15,b'Lifting my glass of lemonade and iced tea to the great Arnold Palmer. RIP https://t.co/gtEX7s39Ek'
779034826884128768,2016-09-22 19:09:11,"b'RT @smallbusiness: How small business owners differ from others in debt, money &amp; demographics | https://t.co/1U1zHH8b6l https://t.co/c85tad\xe2\x80\xa6'"
